"buyer_product_id","buyer_id","product_id"
"1841","1181","17"
"1842","1182","17"
"1843","1183","17"
"1844","1184","17"
"1845","1185","17"
"1846","1186","17"
"1847","1187","17"
"1848","1188","17"
"1849","1189","17"
"1850","1190","17"
"1851","1191","17"
"1852","1192","12"
"1853","1193","17"
"1854","1194","17"
"1855","228","17"
"1856","1195","17"
"1857","1196","83"
"1858","1196","74"
"1859","1196","12"
"1860","1196","17"
"1861","1197","21"
"1862","1198","21"
"1863","1199","76"
"1864","1200","11"
"1865","1201","11"
"1867","1203","11"
"1868","1204","11"
"1869","1205","11"
"1870","1206","11"
"1871","1207","11"
"1872","1208","11"
"1873","1209","11"
"1874","1210","11"
"1875","1211","76"
"1876","1212","76"
"1877","1213","11"
"1878","1214","26"
"1879","1214","23"
"1880","1214","18"
"1881","1214","72"
"1882","1214","73"
"1883","1214","20"
"1884","1214","71"
"1885","1214","19"
"1886","1202","11"
"1887","1202","12"
"1888","1215","12"
"1889","1216","74"
"1890","1216","12"
"1891","1217","12"
"1892","1218","12"
"1893","1219","12"
"1894","1220","12"
"1895","1221","12"
"1896","1222","73"
"1897","1223","7"
"1898","1223","36"
"1899","1223","35"
"1900","1223","37"
"1901","1223","39"
"1902","1223","38"
"1903","1223","40"
"1904","1223","4"
"1905","1223","3"
"1906","1223","2"
"1907","1223","1"
"1908","1223","8"
"1909","1223","59"
"1910","1223","5"
"1911","1223","6"
"1912","1224","7"
"1913","1224","9"
"1914","1224","36"
"1915","1224","35"
"1916","1224","37"
"1917","1224","39"
"1918","1224","38"
"1919","1224","40"
"1920","1224","4"
"1921","1224","3"
"1922","1224","2"
"1923","1224","1"
"1924","1224","8"
"1925","1225","7"
"1926","1225","36"
"1927","1225","35"
"1928","1225","37"
"1929","1225","39"
"1930","1225","38"
"1931","1225","40"
"1932","1225","4"
"1933","1225","3"
"1934","1225","2"
"1935","1225","1"
"1936","1225","8"
"1937","1226","7"
"1938","1226","9"
"1939","1226","36"
"1940","1226","35"
"1941","1226","37"
"1942","1226","39"
"1943","1226","38"
"1944","1226","40"
"1945","1226","4"
"1946","1226","3"
"1947","1226","2"
"1948","1226","1"
"1949","1226","8"
"1950","1227","7"
"1951","1227","9"
"1952","1227","36"
"1953","1227","35"
"1954","1227","37"
"1955","1227","39"
"1956","1227","38"
"1957","1227","40"
"1958","1227","4"
"1959","1227","3"
"1960","1227","2"
"1961","1227","1"
"1962","1227","8"
"1963","1228","7"
"1964","1228","9"
"1965","1228","36"
"1966","1228","35"
"1967","1228","37"
"1968","1228","39"
"1969","1228","38"
"1970","1228","40"
"1971","1228","4"
"1972","1228","3"
"1973","1228","2"
"1974","1228","1"
"1975","1229","7"
"1976","1229","9"
"1977","1229","36"
"1978","1229","35"
"1979","1229","37"
"1980","1229","39"
"1981","1229","38"
"1982","1229","40"
"1983","1229","4"
"1984","1229","3"
"1985","1229","2"
"1986","1229","1"
"1987","1229","8"
"1988","1230","7"
"1989","1230","36"
"1990","1230","35"
"1991","1230","37"
"1992","1230","39"
"1993","1230","38"
"1994","1230","40"
"1995","1230","4"
"1996","1230","3"
"1997","1230","2"
"1998","1230","1"
"1999","1230","8"
"2000","1230","59"
"2001","1230","5"
"2002","1230","6"
"2003","1231","7"
"2004","1231","36"
"2005","1231","35"
"2006","1231","37"
"2007","1231","39"
"2008","1231","38"
"2009","1232","7"
"2010","1232","36"
"2011","1232","35"
"2012","1232","37"
"2013","1232","39"
"2014","1233","7"
"2015","1233","35"
"2016","1233","37"
"2017","1233","4"
"2018","1233","8"
"2019","1233","59"
"2020","1234","7"
"2021","1234","36"
"2022","1234","4"
"2023","1234","8"
"2024","1234","59"
"2025","1235","7"
"2026","1235","36"
"2027","1235","4"
"2028","1235","5"
"2029","1236","9"
"2030","1236","35"
"2031","1236","4"
"2032","1236","8"
"2033","1237","7"
"2034","1237","36"
"2035","1237","35"
"2036","1237","37"
"2037","1237","39"
"2038","1237","38"
"2039","1237","40"
"2040","1237","4"
"2041","1237","3"
"2042","1237","2"
"2043","1237","1"
"2044","1237","8"
"2045","1237","59"
"2046","1237","5"
"2047","1237","6"
"2048","1238","7"
"2049","1238","36"
"2050","1238","35"
"2051","1238","37"
"2052","1238","39"
"2053","1238","38"
"2054","1238","40"
"2055","1238","4"
"2056","1238","3"
"2057","1238","2"
"2058","1238","1"
"2059","1238","8"
"2060","1238","59"
"2061","1238","5"
"2062","1238","6"
"2063","1239","7"
"2064","1239","36"
"2065","1239","35"
"2066","1239","37"
"2067","1239","39"
"2068","1239","38"
"2069","1239","40"
"2070","1239","4"
"2071","1239","3"
"2072","1239","2"
"2073","1239","1"
"2074","1239","8"
"2075","1239","59"
"2076","1239","5"
"2077","1239","6"
"2078","1240","7"
"2079","1240","36"
"2080","1240","35"
"2081","1240","37"
"2082","1240","39"
"2083","1240","38"
"2084","1240","40"
"2085","1240","4"
"2086","1240","3"
"2087","1240","2"
"2088","1240","1"
"2089","1240","8"
"2090","1240","59"
"2091","1240","5"
"2092","1240","6"
"2093","1241","7"
"2094","1241","36"
"2095","1241","35"
"2096","1241","37"
"2097","1241","39"
"2098","1241","38"
"2099","1241","40"
"2100","1241","4"
"2101","1241","3"
"2102","1241","2"
"2103","1241","1"
"2104","1241","8"
"2105","1241","59"
"2106","1241","5"
"2107","1241","6"
"2108","1242","7"
"2109","1242","36"
"2110","1242","35"
"2111","1242","37"
"2112","1242","39"
"2113","1242","38"
"2114","1242","40"
"2115","1242","4"
"2116","1242","3"
"2117","1242","2"
"2118","1242","1"
"2119","1242","8"
"2120","1242","59"
"2121","1242","5"
"2122","1242","6"
"2123","1243","7"
"2124","1243","36"
"2125","1243","35"
"2126","1243","37"
"2127","1243","39"
"2128","1243","38"
"2129","1243","40"
"2130","1243","4"
"2131","1243","3"
"2132","1243","2"
"2133","1243","1"
"2134","1243","8"
"2135","1243","59"
"2136","1243","5"
"2137","1243","6"
"2138","1244","7"
"2139","1244","36"
"2140","1244","35"
"2141","1244","37"
"2142","1244","39"
"2143","1244","38"
"2144","1244","40"
"2145","1244","4"
"2146","1244","3"
"2147","1244","2"
"2148","1244","1"
"2149","1244","8"
"2150","1244","59"
"2151","1244","5"
"2152","1244","6"
"2153","1245","7"
"2154","1245","36"
"2155","1245","35"
"2156","1245","37"
"2157","1245","39"
"2158","1245","38"
"2159","1245","40"
"2160","1245","4"
"2161","1245","3"
"2162","1245","2"
"2163","1245","1"
"2164","1245","8"
"2165","1245","59"
"2166","1245","5"
"2167","1245","6"
"2168","1246","7"
"2169","1246","36"
"2170","1246","35"
"2171","1246","37"
"2172","1246","39"
"2173","1246","38"
"2174","1246","40"
"2175","1246","4"
"2176","1246","3"
"2177","1246","2"
"2178","1246","1"
"2179","1246","8"
"2180","1246","59"
"2181","1246","5"
"2182","1246","6"
"2183","1247","7"
"2184","1247","36"
"2185","1247","35"
"2186","1247","37"
"2187","1247","39"
"2188","1247","38"
"2189","1247","40"
"2190","1247","4"
"2191","1247","3"
"2192","1247","2"
"2193","1247","1"
"2194","1247","8"
"2195","1247","59"
"2196","1247","5"
"2197","1247","6"
"2198","1248","7"
"2199","1248","36"
"2200","1248","35"
"2201","1248","37"
"2202","1248","39"
"2203","1248","38"
"2204","1248","40"
"2205","1248","4"
"2206","1248","3"
"2207","1248","2"
"2208","1248","1"
"2209","1248","8"
"2210","1248","59"
"2211","1248","5"
"2212","1248","6"
"2213","1249","7"
"2214","1249","36"
"2215","1249","35"
"2216","1249","37"
"2217","1249","39"
"2218","1249","38"
"2219","1249","40"
"2220","1249","4"
"2221","1249","3"
"2222","1249","2"
"2223","1249","1"
"2224","1249","8"
"2225","1249","59"
"2226","1249","5"
"2227","1249","6"
"2228","1250","7"
"2229","1250","36"
"2230","1250","35"
"2231","1250","37"
"2232","1250","39"
"2233","1250","38"
"2234","1250","40"
"2235","1250","4"
"2236","1250","3"
"2237","1250","2"
"2238","1250","1"
"2239","1250","8"
"2240","1250","59"
"2241","1250","5"
"2242","1250","6"
"2243","1251","7"
"2244","1251","36"
"2245","1251","35"
"2246","1251","37"
"2247","1251","39"
"2248","1251","38"
"2249","1251","40"
"2250","1251","4"
"2251","1251","3"
"2252","1251","2"
"2253","1251","1"
"2254","1251","8"
"2255","1251","59"
"2256","1251","5"
"2257","1251","6"
"2258","1252","7"
"2259","1252","36"
"2260","1252","35"
"2261","1252","37"
"2262","1252","39"
"2263","1252","38"
"2264","1252","40"
"2265","1252","4"
"2266","1252","3"
"2267","1252","2"
"2268","1252","1"
"2269","1252","8"
"2270","1252","59"
"2271","1252","5"
"2272","1252","6"
"2273","1253","7"
"2274","1253","36"
"2275","1253","35"
"2276","1253","37"
"2277","1253","39"
"2278","1253","38"
"2279","1253","40"
"2280","1253","4"
"2281","1253","3"
"2282","1253","2"
"2283","1253","1"
"2284","1253","8"
"2285","1253","59"
"2286","1253","5"
"2287","1253","6"
"2288","1254","7"
"2289","1254","36"
"2290","1254","35"
"2291","1254","37"
"2292","1254","39"
"2293","1254","38"
"2294","1254","40"
"2295","1254","4"
"2296","1254","3"
"2297","1254","2"
"2298","1254","1"
"2299","1254","8"
"2300","1254","59"
"2301","1254","5"
"2302","1254","6"
"2303","1255","7"
"2304","1255","36"
"2305","1255","35"
"2306","1255","37"
"2307","1255","39"
"2308","1255","38"
"2309","1255","40"
"2310","1255","4"
"2311","1255","3"
"2312","1255","2"
"2313","1255","1"
"2314","1255","8"
"2315","1255","59"
"2316","1255","5"
"2317","1255","6"
"2318","1256","7"
"2319","1256","36"
"2320","1256","35"
"2321","1256","37"
"2322","1256","39"
"2323","1256","38"
"2324","1256","40"
"2325","1256","4"
"2326","1256","3"
"2327","1256","2"
"2328","1256","1"
"2329","1256","8"
"2330","1256","59"
"2331","1256","5"
"2332","1256","6"
"2333","1257","7"
"2334","1257","36"
"2335","1257","35"
"2336","1257","37"
"2337","1257","39"
"2338","1257","38"
"2339","1257","40"
"2340","1257","4"
"2341","1257","3"
"2342","1257","2"
"2343","1257","1"
"2344","1257","8"
"2345","1257","59"
"2346","1257","5"
"2347","1257","6"
"2348","1258","7"
"2349","1258","36"
"2350","1258","35"
"2351","1258","37"
"2352","1258","39"
"2353","1258","38"
"2354","1258","40"
"2355","1258","4"
"2356","1258","3"
"2357","1258","2"
"2358","1258","1"
"2359","1258","8"
"2360","1258","59"
"2361","1258","5"
"2362","1258","6"
"2363","1259","7"
"2364","1259","36"
"2365","1259","35"
"2366","1259","37"
"2367","1259","39"
"2368","1259","38"
"2369","1259","40"
"2370","1259","4"
"2371","1259","3"
"2372","1259","2"
"2373","1259","1"
"2374","1259","8"
"2375","1259","59"
"2376","1259","5"
"2377","1259","6"
"2378","1260","7"
"2379","1260","36"
"2380","1260","35"
"2381","1260","37"
"2382","1260","39"
"2383","1260","38"
"2384","1260","40"
"2385","1260","4"
"2386","1260","3"
"2387","1260","2"
"2388","1260","1"
"2389","1260","8"
"2390","1260","59"
"2391","1260","5"
"2392","1260","6"
"2393","1261","7"
"2394","1261","36"
"2395","1261","35"
"2396","1261","37"
"2397","1261","39"
"2398","1261","38"
"2399","1261","40"
"2400","1261","4"
"2401","1261","3"
"2402","1261","2"
"2403","1261","1"
"2404","1261","8"
"2405","1261","59"
"2406","1261","5"
"2407","1261","6"
"2408","1262","7"
"2409","1262","36"
"2410","1262","35"
"2411","1262","37"
"2412","1262","39"
"2413","1262","38"
"2414","1262","40"
"2415","1262","4"
"2416","1262","3"
"2417","1262","2"
"2418","1262","1"
"2419","1262","8"
"2420","1262","59"
"2421","1262","5"
"2422","1262","6"
"2423","1263","7"
"2424","1263","36"
"2425","1263","35"
"2426","1263","37"
"2427","1263","39"
"2428","1263","38"
"2429","1263","40"
"2430","1263","4"
"2431","1263","3"
"2432","1263","2"
"2433","1263","1"
"2434","1263","8"
"2435","1263","59"
"2436","1263","5"
"2437","1263","6"
"2438","1264","7"
"2439","1264","36"
"2440","1264","35"
"2441","1264","37"
"2442","1264","39"
"2443","1264","38"
"2444","1264","40"
"2445","1264","4"
"2446","1264","3"
"2447","1264","2"
"2448","1264","1"
"2449","1264","8"
"2450","1264","59"
"2451","1264","5"
"2452","1264","6"
"2453","1265","7"
"2454","1265","36"
"2455","1265","35"
"2456","1265","37"
"2457","1265","39"
"2458","1265","38"
"2459","1265","40"
"2460","1265","4"
"2461","1265","3"
"2462","1265","2"
"2463","1265","1"
"2464","1265","8"
"2465","1265","59"
"2466","1265","5"
"2467","1265","6"
"2468","1266","7"
"2469","1266","36"
"2470","1266","35"
"2471","1266","37"
"2472","1266","39"
"2473","1266","38"
"2474","1266","40"
"2475","1266","4"
"2476","1266","3"
"2477","1266","2"
"2478","1266","1"
"2479","1266","8"
"2480","1266","59"
"2481","1266","5"
"2482","1266","6"
"2483","1267","7"
"2484","1267","36"
"2485","1267","35"
"2486","1267","37"
"2487","1267","39"
"2488","1267","38"
"2489","1267","40"
"2490","1267","4"
"2491","1267","3"
"2492","1267","2"
"2493","1267","1"
"2494","1267","8"
"2495","1267","59"
"2496","1267","5"
"2497","1267","6"
"2498","1268","7"
"2499","1268","36"
"2500","1268","35"
"2501","1268","37"
"2502","1268","39"
"2503","1268","38"
"2504","1268","40"
"2505","1268","4"
"2506","1268","3"
"2507","1268","2"
"2508","1268","1"
"2509","1268","8"
"2510","1268","59"
"2511","1268","5"
"2512","1268","6"
"2513","1269","7"
"2514","1269","36"
"2515","1269","35"
"2516","1269","37"
"2517","1269","39"
"2518","1269","38"
"2519","1269","40"
"2520","1269","4"
"2521","1269","3"
"2522","1269","2"
"2523","1269","1"
"2524","1269","8"
"2525","1269","59"
"2526","1269","5"
"2527","1269","6"
"2528","1270","7"
"2529","1270","36"
"2530","1270","35"
"2531","1270","37"
"2532","1270","39"
"2533","1270","38"
"2534","1270","40"
"2535","1270","4"
"2536","1270","3"
"2537","1270","2"
"2538","1270","1"
"2539","1270","8"
"2540","1270","59"
"2541","1270","5"
"2542","1270","6"
"2543","1271","7"
"2544","1271","36"
"2545","1271","35"
"2546","1271","37"
"2547","1271","39"
"2548","1271","38"
"2549","1271","40"
"2550","1271","4"
"2551","1271","3"
"2552","1271","2"
"2553","1271","1"
"2554","1271","8"
"2555","1271","59"
"2556","1271","5"
"2557","1271","6"
"2558","1272","7"
"2559","1272","36"
"2560","1272","35"
"2561","1272","37"
"2562","1272","39"
"2563","1272","38"
"2564","1272","40"
"2565","1272","4"
"2566","1272","3"
"2567","1272","2"
"2568","1272","1"
"2569","1272","8"
"2570","1272","59"
"2571","1272","5"
"2572","1272","6"
"2573","1273","7"
"2574","1273","36"
"2575","1273","35"
"2576","1273","37"
"2577","1273","39"
"2578","1273","38"
"2579","1273","40"
"2580","1273","4"
"2581","1273","3"
"2582","1273","2"
"2583","1273","1"
"2584","1273","8"
"2585","1273","59"
"2586","1273","5"
"2587","1273","6"
"2588","1274","7"
"2589","1274","36"
"2590","1274","35"
"2591","1274","37"
"2592","1274","39"
"2593","1274","38"
"2594","1274","40"
"2595","1274","4"
"2596","1274","3"
"2597","1274","2"
"2598","1274","1"
"2599","1274","8"
"2600","1274","59"
"2601","1274","5"
"2602","1274","6"
"2610","1282","81"
"2618","1290","81"
"2626","1298","81"
"2627","1299","81"
"2628","1300","81"
"2629","1301","81"
"2630","1302","81"
"2631","1303","81"
"2632","1304","81"
"2633","1305","81"
"2634","1306","81"
"2635","1307","81"
"2636","1308","81"
"2637","1309","81"
"2638","1310","81"
"2639","1311","81"
"2640","1312","81"
"2641","1313","81"
"2642","1314","81"
"2643","1315","81"
"2644","1316","81"
"2645","1317","81"
"2646","1318","81"
"2647","1319","81"
"2648","1320","81"
"2649","1321","81"
"2650","1322","81"
"2651","1323","81"
"2652","1324","81"
"2653","1325","81"
"2654","1326","81"
"2655","1327","81"
"2656","1328","81"
"2657","1329","81"
"2658","1330","81"
"2659","1331","81"
"2660","147","71"
"2662","402","71"
"2665","688","12"
"2666","688","17"
"2669","445","11"
"2670","354","11"
"2674","622","11"
"2675","1007","11"
"2676","1007","74"
"2679","646","11"
"2680","646","74"
"2683","1004","11"
"2686","216","11"
"2690","738","11"
"2696","1332","17"
"2697","13","12"
"2698","13","20"
"2699","1333","20"
"2700","1334","20"
"2701","1335","20"
"2702","1336","20"
"2703","1337","20"
"2704","1338","20"
"2705","1339","20"
"2706","1340","20"
"2707","1341","20"
"2708","2933","29"
"2709","2933","33"
"2710","2933","32"
"2711","3876","20"
"2712","3877","20"
"2713","3878","20"
"2714","3879","20"
"2715","3880","20"
"2716","3881","20"
"2718","3883","20"
"2719","3884","20"
"2720","3885","20"
"2721","3886","20"
"2722","3887","20"
"2723","3888","20"
"2724","3889","20"
"2725","3890","20"
"2726","3891","20"
"2727","3892","20"
"2728","3882","20"
"2729","3893","20"
"2730","3894","20"
"2731","3895","20"
"2732","3896","20"
"2733","3897","20"
"2734","3898","20"
"2735","3899","20"
"2736","3899","17"
"2737","794","60"
"2738","3900","79"
"2739","3900","60"
"2740","3900","61"
"2741","3900","13"
"2742","3900","17"
"2743","3900","71"
"2744","3901","20"
"2745","3902","20"
"2746","1950","33"
"2748","3904","20"
"2749","3905","20"
"2750","3906","20"
"2751","3907","20"
"2752","3908","20"
"2753","986","20"
"2754","986","17"
"2755","3909","20"
"2756","3909","17"
"2757","3910","20"
"2758","3911","20"
"2759","3912","20"
"2760","3913","20"
"2761","3914","20"
"2762","3915","20"
"2763","3916","20"
"2764","3917","20"
"2765","3918","20"
"2767","3920","20"
"2768","3921","20"
"2769","3922","20"
"2770","3923","20"
"2771","3924","20"
"2772","3925","20"
"2773","1389","32"
"2774","2608","29"
"2775","1547","29"
"2777","683","33"
"2778","2481","29"
"2780","1589","29"
"2781","1598","29"
"2783","2689","29"
"2784","3576","29"
"2788","2857","32"
"2790","2686","29"
"2791","1448","29"
"2796","2498","33"
"2804","3773","29"
"2805","3749","29"
"2809","3603","29"
"2813","3602","29"
"2815","3748","29"
"2816","3787","29"
"2817","1556","29"
"2818","1875","29"
"2819","1553","29"
"2820","2958","29"
"2824","3271","29"
"2825","695","29"
"2826","2486","29"
"2829","3211","29"
"2831","3492","29"
"2832","3852","29"
"2834","1728","29"
"2835","2201","29"
"2837","2083","29"
"2839","3403","29"
"2841","1966","29"
"2843","3181","29"
"2845","2526","29"
"2846","1789","29"
"2849","2037","29"
"2850","1871","29"
"2852","2606","29"
"2854","2685","29"
"2857","2129","29"
"2858","3063","29"
"2859","3661","29"
"2860","2102","29"
"2861","1778","29"
"2865","3324","32"
"2867","3323","29"
"2868","1541","29"
"2870","1859","29"
"2872","2831","29"
"2876","2003","29"
"2877","689","29"
"2879","2613","29"
"2883","3664","29"
"2884","2696","29"
"2885","3411","29"
"2886","1575","29"
"2887","1986","29"
"2895","3094","17"
"2905","1082","29"
"2906","1082","17"
"2909","692","29"
"2910","692","17"
"2914","2969","29"
"2915","3768","29"
"2916","3575","29"
"2917","3031","29"
"2918","3834","29"
"2919","3260","29"
"2921","2943","29"
"2922","3785","29"
"2924","2940","29"
"2925","2428","29"
"2926","3572","29"
"2928","3813","29"
"2929","2355","29"
"2930","2717","29"
"2931","1590","29"
"2933","2002","29"
"2935","2732","29"
"2936","2788","29"
"2938","3574","86"
"2940","2432","86"
"2944","2317","86"
"2949","2873","86"
"2955","3427","86"
"2956","737","86"
"2957","737","74"
"2958","737","17"
"2963","1099","86"
"2964","1099","33"
"2966","1104","86"
"2967","3926","20"
"2968","1386","86"
"2969","1387","86"
"2970","1387","17"
"2972","1546","86"
"2975","1351","86"
"2976","3301","86"
"2977","3399","86"
"2978","3397","86"
"2980","3390","86"
"2981","3389","86"
"2982","1455","86"
"2983","1452","86"
"2984","1451","86"
"2985","1441","86"
"2988","1108","86"
"2989","1105","86"
"2991","1112","86"
"2992","2434","86"
"2994","1446","86"
"2996","2972","86"
"2997","1362","86"
"2999","2268","86"
"3003","494","86"
"3004","494","52"
"3005","494","51"
"3008","3814","86"
"3009","2307","86"
"3010","1539","86"
"3012","3509","86"
"3013","3547","86"
"3014","3319","86"
"3017","2987","86"
"3018","2959","86"
"3019","2955","86"
"3020","2592","86"
"3021","3636","86"
"3022","2971","86"
"3025","2225","86"
"3026","132","16"
"3027","132","86"
"3028","132","29"
"3029","1357","86"
"3030","1358","86"
"3031","1359","86"
"3032","1428","86"
"3034","1395","86"
"3039","1401","86"
"3040","1402","86"
"3041","331","31"
"3042","331","86"
"3043","1394","86"
"3046","1397","86"
"3048","1398","86"
"3049","1408","86"
"3050","1409","86"
"3055","1647","32"
"3056","1647","87"
"3057","1548","86"
"3058","1548","87"
"3060","3928","87"
"3061","3929","87"
"3062","3930","87"
"3063","3931","87"
"3064","3932","87"
"3065","3933","87"
"3068","3936","87"
"3069","3937","87"
"3071","3939","87"
"3074","3815","86"
"3075","3815","87"
"3080","3832","86"
"3081","3832","87"
"3082","3627","86"
"3084","3006","86"
"3087","3335","86"
"3091","1697","86"
"3094","1693","86"
"3101","2517","86"
"3103","1659","86"
"3106","3341","86"
"3107","1694","86"
"3109","3623","86"
"3111","1663","86"
"3115","1702","86"
"3118","3624","86"
"3121","1661","86"
"3127","1699","86"
"3130","1705","86"
"3133","2992","86"
"3135","1665","86"
"3136","3332","86"
"3138","3622","86"
"3142","3338","86"
"3143","3328","86"
"3145","1668","86"
"3146","3628","86"
"3148","3940","13"
"3149","3941","13"
"3151","1666","86"
"3153","3337","86"
"3154","1655","86"
"3155","3619","86"
"3156","3616","86"
"3158","1671","86"
"3162","3334","86"
"3164","1709","86"
"3165","3618","86"
"3169","2519","86"
"3171","1703","86"
"3178","2996","86"
"3180","1696","86"
"3183","1683","86"
"3185","1686","86"
"3188","1652","86"
"3189","3942","12"
"3193","2520","86"
"3196","1674","86"
"3199","2999","86"
"3202","3626","86"
"3204","2863","86"
"3206","3009","86"
"3208","1698","86"
"3209","1707","86"
"3211","1673","86"
"3218","1682","86"
"3219","1651","86"
"3222","3343","86"
"3223","3012","86"
"3225","1654","86"
"3227","1708","86"
"3228","1669","86"
"3230","1650","86"
"3234","2512","86"
"3237","2510","86"
"3239","2505","86"
"3241","1407","86"
"3243","1440","86"
"3245","1660","86"
"3247","3620","86"
"3250","2516","86"
"3252","1415","86"
"3255","1657","86"
"3256","3002","86"
"3257","2997","86"
"3259","2506","86"
"3261","1687","86"
"3263","1692","86"
"3264","1688","86"
"3266","2843","86"
"3268","2507","86"
"3273","1656","86"
"3274","3943","13"
"3275","3944","13"
"3276","3945","13"
"3277","3946","13"
"3278","3947","13"
"3279","3948","13"
"3280","3949","13"
"3281","3950","13"
"3282","3951","13"
"3283","3952","13"
"3284","3953","13"
"3285","3954","13"
"3286","3955","13"
"3287","3955","11"
"3288","3955","12"
"3289","3955","20"
"3290","3956","13"
"3291","3957","13"
"3292","3958","13"
"3293","3959","13"
"3294","3960","13"
"3295","3961","13"
"3296","3962","13"
"3297","3963","13"
"3298","3964","13"
"3299","3965","13"
"3300","3966","13"
"3301","3967","13"
"3302","3968","13"
"3303","3969","13"
"3304","3970","13"
"3305","3971","13"
"3306","3972","13"
"3307","3973","13"
"3308","3974","13"
"3309","3975","13"
"3310","3976","13"
"3311","3977","13"
"3312","3978","13"
"3315","3327","86"
"3316","3327","87"
"3317","1664","86"
"3319","2998","86"
"3320","2518","86"
"3322","1676","86"
"3324","3617","86"
"3326","1675","86"
"3329","3003","86"
"3332","3331","86"
"3334","1275","88"
"3336","1276","88"
"3337","1277","88"
"3339","1279","88"
"3341","1278","88"
"3342","1280","88"
"3344","1281","88"
"3346","1283","88"
"3347","1284","88"
"3348","1285","88"
"3349","1286","88"
"3350","1287","88"
"3351","1288","88"
"3353","1289","88"
"3354","1291","88"
"3355","1292","88"
"3356","3979","13"
"3357","3333","86"
"3359","3346","86"
"3360","1684","86"
"3361","3980","13"
"3362","3981","13"
"3363","3982","13"
"3364","3983","13"
"3365","3984","13"
"3366","3985","13"
"3367","3986","13"
"3368","3987","13"
"3369","3988","13"
"3370","3989","13"
"3371","3990","13"
"3372","3991","13"
"3373","3992","13"
"3374","3993","13"
"3375","3994","13"
"3376","3995","13"
"3377","3996","13"
"3378","3997","13"
"3379","3998","13"
"3380","3999","13"
"3381","4000","13"
"3382","4001","13"
"3383","4002","13"
"3384","4003","13"
"3385","4004","13"
"3386","4005","13"
"3387","3927","86"
"3388","3927","87"
"3389","1293","88"
"3392","1294","88"
"3393","1294","81"
"3394","1295","88"
"3395","1295","81"
"3396","1297","88"
"3397","1297","81"
"3402","1296","88"
"3403","1296","81"
"3404","4006","13"
"3405","4007","13"
"3406","4008","13"
"3407","4009","13"
"3408","4010","13"
"3409","4011","13"
"3410","4012","13"
"3411","4013","13"
"3412","4014","13"
"3413","160","10"
"3414","160","17"
"3415","1360","86"
"3416","1361","86"
"3417","1361","15"
"3418","1388","58"
"3419","1356","86"
"3420","4015","13"
"3421","4016","13"
"3422","4017","13"
"3423","4018","13"
"3424","4019","13"
"3425","4020","13"
"3426","4021","13"
"3428","510","24"
"3429","510","76"
"3430","2392","86"
"3433","3934","87"
"3434","3934","88"
"3435","3935","87"
"3436","3935","88"
"3437","3935","81"
"3438","3938","87"
"3439","3938","88"
"3440","3938","76"
"3441","2757","60"
"3442","2757","82"
"3443","2757","69"
"3444","3468","55"
"3445","3468","76"
"3446","684","88"
"3447","684","81"
"3448","684","17"
"3449","621","11"
"3450","621","15"
"3451","162","9"
"3452","162","1"
"3453","162","10"
"3454","162","17"
"3455","3724","86"
"3456","522","65"
"3457","522","48"
"3458","522","24"
"3459","522","21"
"3460","522","14"
"3461","479","38"
"3462","479","55"
"3463","479","13"
"3464","479","76"
"3465","479","15"
"3466","4023","20"
"3467","4024","12"
"3468","4025","12"
"3469","4026","12"
"3473","4027","13"
"3475","3762","13"
"3476","3762","12"
"3477","4028","20"
"3478","4029","20"
"3479","856","75"
"3480","856","82"
"3481","856","13"
"3482","856","11"
"3483","856","88"
"3484","856","18"
"3485","856","12"
"3486","856","41"
"3487","856","20"
"3488","856","17"
"3489","857","13"
"3490","857","12"
"3491","857","20"
"3492","1046","13"
"3493","1046","20"
"3494","1046","17"
"3495","849","13"
"3496","849","11"
"3497","849","12"
"3498","849","20"
"3499","4030","20"
"3500","3903","20"
"3501","4031","13"
"3502","4032","13"
"3503","4033","13"
"3504","4034","13"
"3505","4035","13"
"3506","4036","13"
"3507","4037","13"
"3508","4038","13"
"3509","4039","13"
"3510","1029","78"
"3511","1029","17"
"3512","1029","15"
"3513","4022","16"
"3514","4022","9"
"3515","4022","86"
"3516","4022","13"
"3517","4022","80"
"3518","4022","15"
"3519","3919","13"
"3520","3919","20"
"3521","3919","15"
"3522","4040","13"
"3523","4041","13"
"3524","4042","13"
"3525","4042","10"
"3526","4042","80"
"3527","4043","13"
"3528","4044","13"
"3529","4045","13"
"3530","4046","13"
"3531","4047","13"
"3533","3647","86"
"3535","3810","86"
"3536","3788","86"
"3537","4048","12"
"3538","4049","13"
"3539","4049","12"
"3540","4049","19"
"3541","4050","16"
"3542","4051","16"
"3543","4052","16"
"3544","4053","16"
"3545","4054","16"
"3546","4055","16"
"3547","4056","16"
"3548","4056","13"
"3549","4056","12"
"3550","4057","16"
"3551","4058","89"
"3552","4059","82"
"3553","4059","49"
"3554","4059","13"
"3555","4060","15"
"3556","4061","15"
"3557","4062","13"
"3558","4062","71"
"3559","4063","13"
"3560","4064","76"
"3561","4065","90"
"3562","4066","90"
"3563","4067","90"
"3564","4068","90"
"3565","4069","90"
"3566","4070","21"
"3567","4070","41"
"3568","4070","20"
"3569","4070","17"
"3570","179","74"
"3571","771","74"
"3579","4075","91"
"3580","4074","55"
"3581","4072","55"
"3582","4073","55"
"3583","4076","55"
"3584","4071","55"
